workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,dataType,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1648,Main,,,SS,Jimmy,S,Carlos,S,Critical,0.0-2.0-0.20,18,['are'],,,"Either Jimmy or Carlos %is,are% building the tree house.",114782,22,cloze,
1648,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.21,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",117726,23,cloze,
1648,Main,,,SP,Krishna,S,those statisticians,P,Critical,0.0-2.0-0.22,12,['are'],,,"Either Krishna or those statisticians %is,are% analyzing the market trends.",121118,24,cloze,
1648,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.23,44,['are'],,,"Those tailors %is,are% sewing the dresses.",124102,25,cloze,
1648,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.24,49,['are'],,,"Those parents %is,are% taking care of the babies.",127829,26,cloze,
1648,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.25,73,['is'],,,"Hank %is,are% constructing the playground.",130958,27,cloze,
1648,Main,,,SS,Thomas,S,Maria,S,Critical,0.0-2.0-0.26,19,['is'],,,"Either Thomas or Maria %is,are% sewing the dresses.",140830,28,cloze,
1648,Main,,,PS,those mechanics,P,Hanako,S,Critical,0.0-2.0-0.27,4,['are'],,,"Either those mechanics or Hanako %is,are% repairing the truck engine.",144837,29,cloze,
1648,Main,,,SP,Lisa,S,those children,P,Critical,0.0-2.0-0.28,5,['are'],,,"Either Lisa or those children %is,are% preparing dinner.",148014,30,cloze,
1648,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.29,45,['are'],,,"Those volunteers %is,are% sorting the books.",150773,31,cloze,
1648,Main,,,PP,these paralegals,P,those lawyers,P,Critical,0.0-2.0-0.30,15,['are'],,,"Either these paralegals or those lawyers %is,are% handling the legal documents.",155150,32,cloze,
1648,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.31,48,['are'],,,"Those athletes %is,are% working out at the gym.",158134,33,cloze,
1648,Main,,,PP,these housekeepers,P,those plumbers,P,Critical,0.0-2.0-0.32,6,['are'],,,"Either these housekeepers or those plumbers %is,are% fixing the leaking pipe.",162300,34,cloze,
1648,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.33,65,['is'],,,"Hasan %is,are% decorating the gallery.",166214,35,cloze,
1648,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.34,60,['is'],,,"Kim %is,are% cataloging the library collection.",168998,36,cloze,
1648,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.35,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",172782,37,cloze,
1648,Main,,,SP,Hasan,S,those volunteers,P,Critical,0.0-2.0-0.36,20,['are'],,,"Either Hasan or those volunteers %is,are% sorting the books.",176246,38,cloze,
1648,Main,,,SS,Zeynab,S,Emma,S,Critical,0.0-2.0-0.37,14,['is'],,,"Either Zeynab or Emma %is,are% proofreading the manuscripts.",181774,39,cloze,
1648,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.38,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",183989,40,cloze,
1648,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.39,46,['are'],,,"Those painters %is,are% using the art studio.",186790,41,cloze,
1648,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.40,38,['are'],,,"These architects %is,are% designing the building's layout.",189398,42,cloze,
1648,Main,,,PP,these surgeons,P,those nurses,P,Critical,0.0-2.0-0.41,17,['are'],,,"Either these surgeons or those nurses %is,are% attending to the patients.",192534,43,cloze,
1648,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.42,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",195422,44,cloze,
1648,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.43,47,['are'],,,"Those farmers %is,are% tending to the crops.",199334,45,cloze,
1648,Main,,,SP,Mateo,S,these architects,P,Critical,0.0-2.0-0.44,13,['are'],,,"Either Mateo or these architects %is,are% designing the building's layout.",204774,46,cloze,
1648,Main,,,SP,Brian,S,those designers,P,Critical,0.0-2.0-0.45,9,['are'],,,"Either Brian or those designers %is,are% creating the fashion collection.",208046,47,cloze,
1648,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.46,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",211350,48,cloze,
1648,Main,,,PS,these research assistants,P,Fatima,S,Critical,0.0-2.0-0.47,7,['are'],,,"Either these research assistants or Fatima %is,are% conducting the experiments.",216149,49,cloze,
1648,Main,,,SP,Harry,S,those detectives,P,Critical,0.0-2.0-0.48,3,['are'],,,"Either Harry or those detectives %is,are% investigating the crime scene.",218782,50,cloze,
1648,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.49,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",221990,51,cloze,
1648,Main,,,SP,Andy,S,those farmers,P,Critical,0.0-2.0-0.50,22,['are'],,,"Either Andy or those farmers %is,are% tending to the crops.",227574,52,cloze,
1648,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.51,55,['is'],,,"Emma %is,are% resolving the network issues",230535,53,cloze,
1648,Main,,,PP,those art students,P,those illustrators,P,Critical,0.0-2.0-0.52,25,['are'],,,"Either those art students or those illustrators %is,are% sketching the concept art.",235366,54,cloze,
1648,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.53,56,['is'],,,"Peter %is,are% composing the annual report.",238230,55,cloze,
1648,Main,,,PS,those athletes,P,Ellen,S,Critical,0.0-2.0-0.54,23,['are'],,,"Either those athletes or Ellen %is,are% working out at the gym.",243190,56,cloze,
1648,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.55,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",245702,57,cloze,
1648,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.56,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",248510,58,cloze,
1648,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.57,70,['is'],,,"Joey %is,are% developing the game software.",251006,59,cloze,
1648,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.58,63,['is'],,,"Thomas %is,are% training at the sports center.",253390,60,cloze,
1648,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.59,72,['is'],,,"Ali %is,are% cooking the festive meal.",255886,61,cloze,
1648,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.60,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",258646,62,cloze,
1648,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.61,43,['are'],,,"Those kids %is,are% building the tree house.",262421,63,cloze,
1648,Main,,,SS,Juan,S,Antonio,S,Critical,0.0-2.0-0.62,11,['is'],,,"Either Juan or Antonio %is,are% making the admission decisions.",267847,64,cloze,
1648,Main,,,SS,Lydia,S,Liam,S,Critical,0.0-2.0-0.63,21,['is'],,,"Either Lydia or Liam %is,are% using the art studio.",270574,65,cloze,
1648,Main,,,SS,Hank,S,Pedro,S,Critical,0.0-2.0-0.64,24,['is'],,,"Either Hank or Pedro %is,are% taking care of the babies.",273806,66,cloze,
1648,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.65,2,['are'],,,"Either those students or William %is,are% drafting the important email.",277134,67,cloze,
1648,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.66,54,['is'],,,"Zeynab %is,are% caring for the garden.",279989,68,cloze,
1648,Main,,,PS,those staff members,P,Sarah,S,Critical,0.0-2.0-0.67,10,['are'],,,"Either those staff members or Sarah %is,are% writing the end-of-year report.",283614,69,cloze,
1648,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.68,53,['is'],,,"Pedro %is,are% editing the academic journal.",286013,70,cloze,
1648,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.69,71,['is'],,,"Ellen %is,are% renovating the historic building.",288694,71,cloze,
1648,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.70,51,['is'],,,"Lin %is,are% reviewing the project proposals.",291910,72,cloze,
1648,Main,,,SS,John,S,Mary,S,Critical,0.0-2.0-0.71,1,['are'],,,"Either John or Mary %is,are% interviewing the movie star.",295526,73,cloze,
1648,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.72,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",297526,74,cloze,
1648,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '34', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Graduated college', 'other-language': 'Spanish'}",46192,,,343911,75,survey,
1648,Main,,thanks,,,,,,,0.0-4.0,,0,1660,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,345577,76,html-button-response,
1665,Main,,irb,,,,,,,0.0-0.0,,0,2656,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,2666,0,html-button-response,
1665,Main,,instructions,,,,,,,0.0-1.0,, ,6459,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,9126,1,html-keyboard-response,
1665,Main,,,SS,Alex,S,Noah,S,Critical,0.0-2.0-0.0,16,['are'],,,"Either Alex or Noah %is,are% recording the solar eclipse.",12199,2,cloze,
1665,Main,,,SS,Sarah,S,Matt,S,Critical,0.0-2.0-0.1,10,['is'],,,"Either Sarah or Matt %is,are% writing the end-of-year report.",18113,3,cloze,
1665,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.2,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",19752,4,cloze,
1665,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.3,62,['is'],,,"Carlos %is,are% painting the mural.",22192,5,cloze,
1665,Main,,,SP,Brian,S,those designers,P,Critical,0.0-2.0-0.4,9,['are'],,,"Either Brian or those designers %is,are% creating the fashion collection.",26655,6,cloze,
1665,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.5,70,['is'],,,"Joey %is,are% developing the game software.",29382,7,cloze,
1665,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.6,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",40336,8,cloze,
1665,Main,,,SS,John,S,Mary,S,Critical,0.0-2.0-0.7,1,['is'],,,"Either John or Mary %is,are% interviewing the movie star.",43163,9,cloze,
1665,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.8,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",45528,10,cloze,
1665,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.9,45,['are'],,,"Those volunteers %is,are% sorting the books.",47133,11,cloze,
1665,Main,,,PP,those babysitters,P,those parents,P,Critical,0.0-2.0-0.10,24,['are'],,,"Either those babysitters or those parents %is,are% taking care of the babies.",51700,12,cloze,
1665,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.11,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",53370,13,cloze,
1665,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.12,47,['are'],,,"Those farmers %is,are% tending to the crops.",54761,14,cloze,
1665,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.13,42,['are'],,,"Those nurses %is,are% attending to the patients.",56194,15,cloze,
1665,Main,,,PS,those athletes,P,Ellen,S,Critical,0.0-2.0-0.14,23,['are'],,,"Either those athletes or Ellen %is,are% working out at the gym.",59355,16,cloze,
1665,Main,,,PP,those gardeners,P,those farmers,P,Critical,0.0-2.0-0.15,22,['are'],,,"Either those gardeners or those farmers %is,are% tending to the crops.",61310,17,cloze,
1665,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.16,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",63156,18,cloze,
1665,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.17,48,['are'],,,"Those athletes %is,are% working out at the gym.",64660,19,cloze,
1665,Main,,,SS,Mateo,S,Lin,S,Critical,0.0-2.0-0.18,13,['is'],,,"Either Mateo or Lin %is,are% designing the building's layout.",67583,20,cloze,
1665,Main,,,PP,the team of police officers,P,those detectives,P,Critical,0.0-2.0-0.19,3,['are'],,,"Either the team of police officers or those detectives %is,are% investigating the crime scene.",71268,21,cloze,
1665,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.20,49,['are'],,,"Those parents %is,are% taking care of the babies.",72876,22,cloze,
1665,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.21,65,['is'],,,"Hasan %is,are% decorating the gallery.",75124,23,cloze,
1665,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.22,73,['is'],,,"Hank %is,are% constructing the playground.",77566,24,cloze,
1665,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.23,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",80394,25,cloze,
1665,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.24,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",82383,26,cloze,
1665,Main,,,PP,these engineers,P,those electricians,P,Critical,0.0-2.0-0.25,8,['are'],,,"Either these engineers or those electricians %is,are% fixing the wiring issues.",84995,27,cloze,
1665,Main,,,SP,Hossein,S,those illustrators,P,Critical,0.0-2.0-0.26,25,['are'],,,"Either Hossein or those illustrators %is,are% sketching the concept art.",87217,28,cloze,
1665,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.27,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",89128,29,cloze,
1665,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.28,44,['are'],,,"Those tailors %is,are% sewing the dresses.",91469,30,cloze,
1665,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.29,59,['is'],,,"Bill %is,are% planning the conference.",93845,31,cloze,
1665,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.30,60,['is'],,,"Kim %is,are% cataloging the library collection.",95983,32,cloze,
1665,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.31,2,['are'],,,"Either those students or William %is,are% drafting the important email.",100565,33,cloze,
1665,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.32,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",102879,34,cloze,
1665,Main,,,SS,Zeynab,S,Emma,S,Critical,0.0-2.0-0.33,14,['is'],,,"Either Zeynab or Emma %is,are% proofreading the manuscripts.",107511,35,cloze,
1665,Main,,,SP,Lisa,S,those children,P,Critical,0.0-2.0-0.34,5,['are'],,,"Either Lisa or those children %is,are% preparing dinner.",112208,36,cloze,
1665,Main,,,SS,Bill,S,Kim,S,Critical,0.0-2.0-0.35,17,['is'],,,"Either Bill or Kim %is,are% attending to the patients.",116443,37,cloze,
1665,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.36,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",119102,38,cloze,
1665,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.37,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",124940,39,cloze,
1665,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.38,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",127150,40,cloze,
1665,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.39,56,['is'],,,"Peter %is,are% composing the annual report.",129725,41,cloze,
1665,Main,,,PP,those administrators,P,these teachers,P,Critical,0.0-2.0-0.40,11,['are'],,,"Either those administrators or these teachers %is,are% making the admission decisions.",131963,42,cloze,
1665,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.41,54,['is'],,,"Zeynab %is,are% caring for the garden.",134977,43,cloze,
1665,Main,,,SP,Hasan,S,those volunteers,P,Critical,0.0-2.0-0.42,20,['are'],,,"Either Hasan or those volunteers %is,are% sorting the books.",137157,44,cloze,
1665,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.43,46,['are'],,,"Those painters %is,are% using the art studio.",139127,45,cloze,
1665,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.44,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",141518,46,cloze,
1665,Main,,,SP,Hanako,S,those mechanics,P,Critical,0.0-2.0-0.45,4,['are'],,,"Either Hanako or those mechanics %is,are% repairing the truck engine.",144254,47,cloze,
1665,Main,,,PS,those plumbers,P,David,S,Critical,0.0-2.0-0.46,6,['are'],,,"Either those plumbers or David %is,are% fixing the leaking pipe.",146286,48,cloze,
1665,Main,,,PS,those painters,P,Lydia,S,Critical,0.0-2.0-0.47,21,['is'],,,"Either those painters or Lydia %is,are% using the art studio.",150372,49,cloze,
