experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any activist or concerned person wishing to help to reform and refocus criminal justice policy away from corporate interest and back to a sensible approach of redemption and rehabilitation , or if you have an opinion to add to this mix	let	let		let	root	Any activist or concerned person wishing to help to reform and refocus criminal justice policy away from corporate interest and back to a sensible approach of redemption and rehabilitation, or if you have an opinion to add to this mix, let me hear from you.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your programme or service	is	be	Sing	who	cop	Who is your programme or service for, and why do they need it?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your service or programme	is	be	Sing	try	aux	Define the issue your service or programme is trying to address, followed by your target group. ●	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	contrition or sorrow for sins	is	be	Sing	what	cop	11 Q. What is contrition or sorrow for sins?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Contrition or sorrow for sin	is	be	Sing	grief	cop	A. Contrition or sorrow for sin is a grief of the soul leading us to detest sins committed and to resolve not to commit them any more.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	perfect sorrow or contrition	is	be	Sing	what	cop	38 Q. What is perfect sorrow or contrition?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	perfect sorrow or contrition	does	do	Sing	produce	aux	41 Q. Why does perfect sorrow or contrition produce the effect of restoring us to the grace of God?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Perfect sorrow or contrition	produces	produce	Sing	produce	root	A. Perfect sorrow or contrition produces this effect, because it proceeds from charity which cannot exist in the soul together with sin.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	imperfect sorrow or attrition	is	be	Sing	what	cop	42 Q. What is imperfect sorrow or attrition?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Imperfect sorrow or attrition	is	be	Sing	that	cop	A. Imperfect sorrow or attrition is that by which we repent of having offended God because He is our Supreme Judge, that is, for fear of the chastisement deserved in this life or in the life to come, or because of the very foulness of sin itself.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	Not Pronoun	He who repents of having offended God because God is infinitely good and worthy of being loved for His own sake ; of having lost Heaven and merited hell ; or because of the intrinsic malice of sin ,	has	have	Sing	have	root	A. He who repents of having offended God because God is infinitely good and worthy of being loved for His own sake; of having lost Heaven and merited hell; or because of the intrinsic malice of sin, has supernatural sorrow, since all these are motives of faith.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the message or signal	travels	travel	Sing	travel	root	In radio transmitters the message or signal travels on a wave of energy called a carrier wave.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	a member or members of Public Office	have	have	Plur	dip	aux	First I’ve no idea where Union Bay is, never mind knowing nothing of the issues other than a member or members of Public Office have dipped into the coffers!	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	adi-karta , or “ the original doer , ”	implies	imply	Sing	imply	root	According to Sridhara Svami, adi-karta, or “the original doer,” implies subsequent creators, maintainers and annihilators.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Debbie or Victoria	play	play		play	xcomp	I didn't get to see Debbie or Victoria play but basically got the word that Victoria was playing well and Debbie wasn't.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Almonds or Herbalife Protein Bars	are	be	Plur	choice	cop	Almonds or Herbalife Protein Bars are my go-to choices.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The hook or chorus in a rap song	makes	make	Sing	make	root	The hook or chorus in a rap song makes up about 40% of the song, and so a bad chorus can ruin an entire rap.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Pronoun	A couple top down comparison pics or allowing a moderator to look at the map	is	be	Sing	way	cop	A couple top down comparison pics or allowing a moderator to look at the map is a great way to clear it up.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone with you	has	have	Sing	have	advcl	Use extra caution if you or someone with you has a medical condition such as a seizure disorder, diabetes or a heart problem that can cause disability or loss of consciousness while in the water.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	try	aux	Remember that when someone is drowning, he or she is trying to breathe, not speak.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	MARGENTO — or rather Chris Tănăsescu himself —	has	have	Sing	use	aux	But, what makes it unique is the methodology MARGENTO—or rather Chris Tănăsescu himself—has used to assemble the works through his responses to individual pieces in various languages and poetic forms.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a home appliance marquee or a professional business card	looks	look	Sing	look	acl:relcl	Think of what a home appliance marquee or a professional business card looks (and feels) like, and you’ll know what I’m talking about.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	every product or service that humans consume	creates	create	Sing	create	root	Furthermore every product or service that humans consume indirectly creates CO2 emissions; energy is required for their production, transport and disposal.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	family or friends	mess	mess		mess	ccomp	Not to mention, it will make it much harder for family or friends to mess with your phone!	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the mayor of Oakland , or the Oakland City Council ,	oppose	oppose		oppose	xcomp	And it had huge impacts on the rest of the region — but I never heard the mayor of Oakland, or the Oakland City Council, oppose that tax break.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	These light patches or “ spots ”	appear	appear	Plur	appear	root	These light patches or “spots” appear symmetrically on the cheeks and around the eyes.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a consultant or PR firm	get	get		get	csubj	This is a tricky question, because it's very difficult for a consultant or PR firm to get major press like this for a startup unless the startup has an amazing, innovative product, is doing something so incredible that it has to be talked about, or has a fantastic story behind it.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	parents or guardian	considers	consider	Sing	consider	advcl	In case, parents or guardian considers that Digitaltalks.com gets in its database that the personally identifiable information about a child below age of 13, please communicate with us immediately with the contact form and then we'll utilize our best efforts to promptly remove such information.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an accident or illness	forces	force	Sing	force	advcl	This causes them to delay the conversation, sometimes until an accident or illness forces the discussion.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a senior loved one	is	be	Sing	have	aux	If you or a senior loved one is having trouble, it might be time to explore local assisted living communities.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The House Rent Allowance or HRA	forms	form	Sing	form	root	The House Rent Allowance or HRA forms a sizeable part of a government’s employees salary and the Seventh Pay Commission’s recommendation did not go down well with them.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	wants	want	Sing	want	acl:relcl	While neither of them is at liberty to give the other what he or she wants, they dance around the topic with a mutual interest and an unusual respect, even if neither of them can quite trust the other.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	February or March	is	be	Sing	time	cop	February or March is the best time for this, because then is the dormant time frame for plants.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	students or faculty	access	access	Plur	access	advcl	If students or faculty access Codio via a Blackboard assignment then Codio will use the Blackboard email address to identify the user.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	UNK	Not Pronoun	you or one of your patients or clients	Are	be	Sing	suffer	aux	Are you or one of your patients or clients suffering from Hair Loss?	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	gentrification ( or perhaps it just be rephrased neighborhood investment and capital improvement )	is	be	Sing	thing	cop	As I've said over and over again, gentrification (or perhaps it just be rephrased neighborhood investment and capital improvement), is NOT a bad thing to a point.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	You or your aging parent	signs	sign	Sing	sign	root	You or your aging parent, if computer literate, signs on to IdentifyTheft.com.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	students or parents	want	want	Plur	want	advcl	When students or parents want to talk to us, we're there!	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	1	you ( or at least I … )	obsess	obsess	Sing	obsess	root	And so you (or at least I…) obsess.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Cap rate , or capitalization rate ,	is	be	Sing	rate	cop	Cap rate, or capitalization rate, is the rate of return on a real estate investment property based on the income that the property is expected to generate.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your constituent	have	have	Sing	have	advcl	If you or your constituent have any further questions, please feel free to contact our Office of Health Compliance Assistance at (202) 523-8036.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your school building or class	is	be	Sing	setting	cop	If your school building or class is in an urban setting and the anemometer and wind vane will be obstructed by buildings, use the weather web site to insure accuracy.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	your oven ( or once every week )	gets	get	Sing	get	root	In case you’re similar to me, in some cases, your oven (or once every week) gets sustenance for me, covers suppers or dried nourishment.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Little children ( or even newborn )	do	do	Plur	necessity	aux	Little children (or even newborn) do not necessity life insurance protection because it does not have any depfinishents.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	any military personnel or their dependents , looking to receive tuitions exemption at state schools	establish	establish		establish	ccomp	If passed, the bill would require that any military personnel or their dependents, looking to receive tuitions exemption at state schools, establish Texas residency to receive exemptions.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	all or most of the cutting	is	be	Sing	water	cop	If your cutting is just a section make sure all or most of the cutting is under water.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	his or her	drinking	drink		drink	acl	Each extra copy of the bitterness receptor increased the likelihood of a person’s being a heavy coffee drinker (four or more cups a day) by 20 percent and reduced the probability of his or her drinking tea.	c4-train.00001-of-01024_parsed_xad.conllu
