experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a town or a city	is	be	Sing	go	aux	Larry Mann, one of the foremost authorities on rail safety, who, as a legislative aide on Capitol Hill in 1970, was the principal author of the Federal Railroad Safety Act, told Tate, “It may not happen today or tomorrow, but one day a town or a city is going to get wiped out."	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	The Azurewing ( or the Brood of Senegos )	are	be	Plur	brood	cop	The Azurewing (or the Brood of Senegos) are a brood of blue dragons of the blue dragonflight led by Senegos, based in Azurewing Repose in Azsuna on the Broken Isles.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Personal Pronoun	the BlackPad — or whatever it will be called —	is	be	Sing	go	aux	CrunchGear: Sorry, BlackBerry fanboys, the BlackPad — or whatever it will be called — is going to flop in a monumental way.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	applies	apply	Sing	apply	advcl	"An insurer must be able to know what an applicant knows about his or her health when he or she applies for coverage so the applicant, other applicants and existing customers can be treated fairly."	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Heller ( or his publisher )	has	have	Sing	have	root	If you want to more know, Heller (or his publisher) has a very clever website about Taft as if he were actually here and running.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A kinetic bombardment or a kinetic orbital strike	is	be	Sing	act	cop	A kinetic bombardment or a kinetic orbital strike is the hypothetical act of attacking a planetary surface with an inert projectile, where the destructive force comes from the kinetic energy of the projectile impacting at very high speeds.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	An application programming interface , or API ,	refers	refer	Sing	refer	root	An application programming interface, or API, refers generically to the functions and languages used by computer programs to exchange information and interoperate.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Electronic mail , or email ,	is	be	Sing	form	cop	Electronic mail, or email, is a form of communication that exchanges digital messages between users.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Really Simple Syndication , or RSS ,	is	be	Sing	format	cop	Really Simple Syndication, or RSS, is a common data format that provides updates of dynamic content such as blogs, news stories, audio, and video from around the web.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a video blog or “ vlog ”	is	be	Sing	form	cop	Similar to a text or photoblog, a video blog or “vlog” is a form of blogging through video.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a sole proprietor or LLC owner	make	make		make	ccomp	As tempting as it can be for a sole proprietor or LLC owner to make their own custom spreadsheets for expenses, earnings and accounts, they’re often much better off by using a tried-and-true solution that was tailor-made for small business accounting.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the IRS or a potential buyer	wants	want	Sing	want	advcl	And in case the IRS or a potential buyer wants to take a closer look at your records, physical files should be in good order.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	net promoter score , or NPS ,	comes	come	Sing	come	advcl:relcl	This is where net promoter score, or NPS, comes in.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a merger or large acquisition	is	be	Sing	opportunity	cop	Frequently, a merger or large acquisition is an opportunity to assess or redefine the culture you have, sometimes pulling the best aspects from each combining entity, or sometimes defining a completely new path.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the talus , or ankle bone ,	meets	meet	Sing	meet	advcl	Where the talus, or ankle bone, meets the lower leg bones, is the first.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A total joint replacement or a fusion of the bones	are	be	Plur	option	cop	A total joint replacement or a fusion of the bones are two options for correcting the problem.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	companies or people	owe	owe	Plur	owe	advcl:relcl	Their knowledge of the rules and laws about when companies or people owe money helps make sure that everyone is paid the right amount and that they don't do anything illegal to ruin their business.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	major retailers or brands	have	have	Plur	have	conj	“There are apps for apparel such as Wanelo and Wish, and major retailers or brands also have their own apps such as Pink Nation for Victoria’s Secret,” Campbell said.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	the party 's sheltering or sponsoring terrorists or insurgents , anti-Indian or otherwise	is	be	Sing	thing	cop	While avoiding a direct admission of its past misdeeds, the BNP has persuasively suggested that the party's sheltering or sponsoring terrorists or insurgents, anti-Indian or otherwise, is a thing of the past.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	have	have	Plur	sustain	aux	At the Law Offices of J. Jeffrey Herman, we want to help if you or a loved one have sustained an injury due to an impaired driver or some other form of driver negligence.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	is	be	Sing	need	cop	If you or a loved one is in need searching for a place in the area that can provide an environment that fits your needs start your search by looking through this directory.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	63 % or organizations	take	take	Plur	take	ccomp	Centrify’s survey found that 63% or organizations take more than a day to shut off privilege access for an employee after leaving the company.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a blood clot or thrombus	forms	form	Sing	form	root	In a thrombotic stroke, a blood clot or thrombus forms in one of the brain's arteries and blocks the flow of blood to the brain.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	SBS , or the applicable third party owner ,	retains	retain	Sing	retain	root	SBS, or the applicable third party owner, retains all right, title and interest (including copyrights, trademarks, patents, as well as any other intellectual property or other right) in all information and content (including all text, data, graphics and logos) on the SBS Website.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the first best poker huds for mac declaration or action pokee take	binds	bind	Sing	bind	root	When it is a player's turn to act, the first best poker huds for mac declaration or action pokee take binds them to their choice of action; this rule prevents a player from changing their action after seeing bdst other players react to.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the strict suit or fancy frock	comes	come	Sing	come	advcl	When the strict suit or fancy frock comes off, your low-key, laid-back style can flourish.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A brand ’s missteps , such as @ FAFSA ’s “ Help Me , I ’m Poor ” joke or @ DiGiornoPizza ’s joke using the domestic violence awareness hashtag # WhyIStayed ,	spread	spread	Plur	spread	root	A brand’s missteps, such as @FAFSA’s “Help Me, I’m Poor” joke or @DiGiornoPizza’s joke using the domestic violence awareness hashtag #WhyIStayed, spread just as virally as their successes.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a company or individual	is	be	Sing	work	aux	Whenever a company or individual is working for us, they are acting as our agent.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	fraud or misuse of our services	has	have	Sing	occur	aux	Examples include, where a legal warrant or subpoena has been issued to us, where we must report information due to a belief that fraud or misuse of our services has occurred, or where our property or safety, or a member’s property or safety, is at risk.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	friends or intruders	connect	connect	Plur	connect	advcl	Network defense - Let My Home Network monitor your network and notify you when friends or intruders connect.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a PC or device that you 've marked as an intruder	connects	connect	Sing	connect	advcl	You could receive a yellow alert when a PC or device that you've marked as an intruder connects to your network.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a PC or device	connects	connect	Sing	connect	advcl	You might receive a grey alert when a PC or device connects to your network.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	any PCs or devices	are	be	Plur	network	cop	Plusnet Protect also determines if any PCs or devices are already on the network.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any PC or device on your network	comes	come	Sing	come	advcl	You can choose to be notified when any PC or device on your network comes online.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the published error or omission	has	have	Sing	have	advcl	Unless the published error or omission has a major effect on the tour arrangements to the extent that the number of species seen is materially affected then there are no grounds for claims for compensation.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	that little boy or girl	arrive	arrive		arrive	advcl	She knows me all too well, so she knew that she needed to give me something to do to keep me busy for the 40 weeks it was going to take for that little boy or girl to arrive.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	some developer or PM	thinks	think	Sing	think	acl:relcl	a requirement that some developer or PM thinks is cool doesn’t get implemented unless it ties to an actual business process.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Personal Pronoun	Married students or those with significant family support	find	find	Plur	find	root	Married students or those with significant family support find it easier.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	what rides or events	are	be	Plur	must	cop	Decide what rides or events are musts for you and schedule Fast Passes for those as well.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A popular TV show or movie	gets	get	Sing	get	root	A popular TV show or movie gets enough exposure to warrant a video game adaptation.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	no rough spots or splinters	remain	remain	Plur	remain	advcl	Smooth the pallets all over with a palm sander, so that no rough spots or splinters remain.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a person or a community	has	have	Sing	have	csubj:pass	For all these models to work it is considered that a person or a community has absolute ownership.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the well or production facility	has	have	Sing	have	acl:relcl	The 2016 rule required operators to replace pneumatic controllers with low-bleed continuous pneumatic controllers no later than January 17, 2019, or within 3 years from the effective date of the rule in cases where the well or production facility has a remaining lifespan of 3 years or less.	c4-train.00002-of-01024_parsed_xaa.conllu
