experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Duplicated discs — or burned CDs —	is	be	Sing	what	cop	Duplicated discs — or burned CDs — is what most people are making when burning CDs at home.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Supplemental Security Income , or SSI ,	is	be	Sing	form	cop	Supplemental Security Income, or SSI, is a form of Social Security Disability benefit which is paid out based upon your inability to work and your financial needs.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Personal Pronoun	Sing	Not Personal Pronoun	somebody or something	does	do	Sing	want	aux	He felt like somebody or something doesn't want him to escape.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	men’s hoodies – or hooded sweatshirts –	are	be	Plur	nothing	cop	If you are under the impression that men’s hoodies – or hooded sweatshirts – are nothing more than a poorly-cut duffel sweater with uninteresting prints, it’s time for you to think again.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A power incline ( or motorised incline )	allows	allow	Sing	allow	root	A power incline (or motorised incline) allows you to adjust the incline level whilst you are running.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	has	have	Sing	have	advcl	If you or someone you know has questions regarding DUI, feel free to contact the Law Office of Attorney Matthew Reisig at 732-625-9660 for a free consultation.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	deserves	deserve	Sing	deserve	acl:relcl	If a driver is later identified, it is possible that multiple claims may exist and may enable that victim to obtain all the relief he or she deserves.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	hosts or networks	limit	limit		limit	csubj	Unfortunately, it is unusual for hosts or networks to limit their addresses to their intended usage type and, thus, clients performing outgoing communications can become exposed to external attacks.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	smaller digital businesses or start ups	are	be	Plur	target	cop	The common misconception that smaller digital businesses or start ups are not attractive targets for attackers is exactly that, completely untrue.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Bernita , or " Nita " as she is lovingly called ,	is	be	Sing	clinician	cop	Bernita, or "Nita" as she is lovingly called, is a dynamic and powerful clinician focused on treating the whole person.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a parent or person acting as a parent	continues	continue	Sing	continue	conj	When parents request joint custody, the Maine court will agree to the arrangement unless joint custody is not in the best interests of the child. (a) Maine is the home state of the child on the date of the commencement of the proceeding; or (b) Maine was the home state of the child within 6 months before the commencement of the proceeding and the child is now absent from the State — but a parent or person acting as a parent continues to live in Maine.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A Fixed Charge Receiver or an LPA receiver ( acting under the Law of Property Act 1925 )	are	be	Plur	term	cop	A Fixed Charge Receiver or an LPA receiver (acting under the Law of Property Act 1925) are the more precise terms.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your partner	discuss	discuss	Sing	discuss	csubj	It really depends how you or your partner discuss the topic with them.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	acl:relcl	Every member of your family should know what he or she needs to take when you evacuate.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the celibacy of the priesthood or the role of women in the church	has	have	Sing	come	aux	Neither has the celibacy of the priesthood or the role of women in the church ever come up for discussion.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the quinella or , as some call it , the dual forecast ,	seems	seem	Sing	seem	conj	Again I am only going on their major writers, but the quinella or, as some call it, the dual forecast, seems to be the poor relation.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Baguette or any other crusty bread	is	be	Sing	must	cop	Baguette or any other crusty bread is a must to mop up all the lovely sauce.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a certain style or color	looks	look	Sing	look	ccomp	Just because you think a certain style or color looks nice, doesn’t mean that the buyer thinks it’s nice.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a family or a group of friends	take	take		take	acl	This is the perfect vehicle for a family or a group of friends to take out on an adventure.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the visitor or resident	check	check		check	advcl	To entertain its populace, Bakersfield has extensive cultural offerings, restaurants, shopping opportunities, theater, outdoor recreation, music, art, museums, and much more for the visitor or resident to check out.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a website or email	looks	look	Sing	look	advcl	Just because a website or email looks official does not mean that it is.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	“ Advertorials , ” or native advertisements ,	are	be	Plur	advertisement	cop	“Advertorials,” or native advertisements, are advertisements designed to appear like articles.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the myth ’s ability to engage with current social climates ( or rather , society ’s ability to engage with it ) ,	ensures	ensure	Sing	ensure	advcl	Nevertheless, while the myth’s ability to engage with current social climates (or rather, society’s ability to engage with it), ensures that Beethoven is always relevant and contemporary, it also creates problems of definition.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	Spanish and / or French	helps	help	Sing	help	root	Spanish and/or French helps, but not a requirement.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Water , or H2O ,	is	be	Sing	compound	cop	Water, or H2O, is an unusual compound with amazing properties.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	SA or Specific Absorption	is	be	Sing	integral	cop	SA or Specific Absorption is the time integral of the SAR for any specific mass.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	makes	make	Sing	make	advcl:relcl	You can hire a broker to invest for you, but understand how he or she makes money from your money so you can stay on top of their trades.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	management or an outside party	sees	see	Sing	see	advcl	If management or an outside party sees that value ahead of time, they may try to take ZNGA off the board.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you care about	Do	do	Sing	need	aux	Do you or someone you care about need help with drugs or alcohol?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an idea or opportunity	does	do	Sing	help	aux	If an idea or opportunity doesn’t help us meet our purpose, then we don’t do it.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any person or entity that relies on information obtained from this database	does	do	Sing	do	root	Any person or entity that relies on information obtained from this database does so at his own risk.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your second home or vacation house	has	have	Sing	have	advcl	If your second home or vacation house has a mortgage, your lender might require you to get homeowner’s insurance.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The presence or absence of a parent	is	be	Sing	factor	cop	"'The presence or absence of a parent is a factor to consider when determining the voluntariness of a confession; however, there is no per se rule that a parent or guardian be present.'"	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The presence or absence of the parent	is	be	Sing	factor	cop	"The presence or absence of the parent is a factor in evaluating the voluntariness of a statement or confession under the totality of the circumstances test."	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	" the hearing or trial " in section 115 - 10.1	refers	refer	Sing	refer	ccomp	The State argues that "the hearing or trial" in section 115-10.1 refers to any hearing or trial.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	experiences	experience	Sing	experience	acl:relcl	Among other things, the contrast between a service member’s expectations upon returning home and what he or she actually experiences can create stress for everyone involved.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	The problems or events in your life that you view as negative	are	be	Plur	source	cop	The problems or events in your life that you view as negative are a source of contrast and help you to become aware of what you do not want.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the nurse or surgical tech	use	use		use	csubj	Further, it should be simple for the nurse or surgical tech to use or apply to the patient, frees the team from involvement during the case and doesn’t obstruct the surgeon’s vision.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	churches or recital halls featuring large organs	have	have	Plur	have	root	Because of this, churches or recital halls featuring large organs have to carefully design the space so that the sound can better travel.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or the egg donor	resides	reside	Sing	reside	advcl	One of the biggest myths in gestational surrogacy and egg donation is that it is based on where you or the egg donor resides.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	physio ( or , in this case , counselling )	helps	help	Sing	help	conj	Mental health is just the same: medication dulls some of the pain (though, admittedly, not all of it), physio (or, in this case, counselling) helps retrain some of the muscles, and over time, the severity of depression lessens.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Water , or more specifically , hydrogen atoms ,	emit	emit	Plur	emit	root	Water, or more specifically, hydrogen atoms, emit a signal that is both detectable and recordable.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or the door company	have	have	Sing	stain	aux	Should you ordered new doors therefore you or the door company currently have stained these, now is the time to wear them their knobs.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The logo or name	is	be	Sing	anything	cop	The logo or name is anything that is easily recognizable as specifically referring to the UNITED Soccer Club.	c4-train.00002-of-01024_parsed_xac.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	Either Cyrus or Knapper	go	go	Plur	go	root	Either Cyrus or Knapper go to the market, but not both.	c4-train.00002-of-01024_parsed_xac.conllu
